SMILES,M1_alpha_ve,M1_beta_ve,M2_ve,R_ve,ABC_ve,GA_ve,H_ve,X_ve,HM1_ve,HM2_ve,F_ve,F1_ve,ReZG3_ve,AG_ve,ISI_ve,T_ve,ID_ve,ZD_ve,mM1_ve,T_ev,M_ev,F_ev,mM_ev,ID_ev,R_ev,RR_ev,Tm
Clc1ccc(cc1)c1[nH0]c(sc1)C(=NNc1ccc(Cl)cc1Cl)C#N,1700,592,1638,10.351433623419867,30.059052011132124,53.346529018858384,10.199555999556,16.515014154390336,6676,54974,3400,10124,18940,54.677365696770885,144.93006993007,296,10.509523809523813,23.59391620013977,2.24890022675737,256,1240,6124,2.5888888888888895,11.666666666666666,25.020598146161163,117.24307939683045,519.15
O=C2Cc4ccc(OC)c(OC)c4CN(C)CCc1cc3OCOc3cc12,2204,704,2116,11.054701346654069,32.75795222113515,59.13163807490109,10.850899100899094,17.89104786046474,8640,86708,4408,14458,26944,60.904096521743455,171.83525918525913,352,11.267857142857137,25.619296838832085,2.449525226757369,292,1460,7468,2.807777777777778,12.733333333333322,27.5192156183235,131.87625542366686,433.65
OCC(C)c1ccccc1,496,192,468,4.4659168871483566,11.79367745243773,19.644187170336075,4.374358974358975,6.572566409938979,1928,12980,992,2724,4904,20.371488471142293,46.483760683760686,96,4.561904761904763,9.431949722795277,1.165668934240363,88,400,1876,1.142777777777778,4.7,9.654478692306727,41.77948896570285,260.15
C1COCCN1C=O,340,144,328,3.740079005990549,9.575725986796037,15.803878619246047,3.6828282828282832,5.402544386978886,1336,7504,680,1668,3128,16.204116243749798,35.26464646464647,72,3.8,7.720706034577969,0.9933333333333334,68,296,1316,0.9622222222222225,3.866666666666668,7.837982111379002,32.880509480136496,295.15
B(c1ccc(cc1C(F)(F)F)F)(O)O,976,316,914,5.351575427925676,15.59012377351331,27.487723218594358,5.247648430001371,8.51388789439532,3780,37538,1952,6542,11588,28.52572683129482,76.28282599753189,158,5.458333333333331,12.214336677131458,1.1714120370370373,140,720,3812,1.2119274376417237,5.752380952380954,12.649912444873321,62.39441327825894,458.15
COc1c(cc(cc1Cl)CBr)F,750,256,696,5.029507887535254,13.811970123282471,23.34665548449032,4.86031746031746,7.554578340820289,2892,24336,1500,4670,8232,24.689295054444916,61.180952380952384,128,5.208333333333332,10.93680204856239,1.3802083333333335,112,544,2728,1.2855555555555558,5.400000000000001,11.308957384613455,51.55897793140569,311.15
O=C(C)c1ccc(C)cc1O,658,232,614,4.440210230905931,12.551849385663749,21.558332173908862,4.342513042513042,6.877193908914121,2544,19898,1316,3974,6992,22.458096642059708,55.86938061938062,116,4.541666666666667,9.883438655857223,1.0302083333333334,104,504,2504,1.0561111111111114,4.7666666666666675,10.210701925855117,47.686502791131026,294.15
CCCCCOC(=O)c1c(cc(c(c1OC(=O)C(=O)Oc2c(c(cc(c2Cl)Cl)Cl)C(=O)OCCCCC)Cl)Cl)Cl,2742,900,2580,16.67901147673791,46.41725455180884,80.35749419991166,16.30530907001494,25.555188929366786,10644,105940,5484,18078,32608,83.734571638063,217.1669950964068,450,17.07380952380952,36.739024189486294,4.144717498110352,388,1904,9664,4.105555555555554,17.999999999999986,38.23513537696263,177.53833712150114,351.15
CCc1c[nH]c(=O)[nH]c1=O,556,204,524,4.218023661300162,11.565094141677534,19.58972965745829,4.1127428127428125,6.370627205763826,2160,15664,1112,3174,5732,20.42966621168857,49.256993006993014,102,4.328571428571428,9.167437359412505,1.0773356009070296,92,436,2120,1.052777777777778,4.500000000000001,9.443333074306558,42.723760875702006,582.15
O=S(=O)(CCl)c1ccccc1,670,232,618,4.520590144889553,12.628208832100915,21.490224553106945,4.402974802974803,6.9126696611703435,2576,21082,1340,4178,7204,22.53991640862951,55.53554223554224,116,4.646428571428572,9.962906418003026,1.1185076530612246,104,516,2684,1.1385941043083903,4.885714285714287,10.304834829325097,47.54312754283161,327.15
