smiles,M1_alpha_ve,M1_beta_ve,M2_ve,R_ve,ABC_ve,GA_ve,H_ve,X_ve,HM1_ve,HM2_ve,F_ve,F1_ve,ReZG3_ve,AG_ve,ISI_ve,T_ve,ID_ve,ZD_ve,mM1_ve,T_ev,M_ev,F_ev,mM_ev,ID_ev,R_ev,RR_ev,mpC
c1cc(cc2c1ccc(=O)o2)O,129.50682276771187,112.46631215284687,122.82461447690605,12.50795099747089,18.300070959346836,25.763201034829567,12.413546750630205,12.656503152136223,504.66287448923583,667.7648966929407,259.0136455354237,322.1710561555443,570.8230082491165,26.247044188208644,27.499560728642553,56.233156076423434,12.60630211917612,18.01305937889743,6.326508310777961,21.62158498267465,36.461837644606675,62.28095100050983,4.917234131581486,7.932881126421867,10.135805297676537,16.735443620655005,230.0
CCOC(=O)C(=O)OCC,80.71168801939874,70.35085878837405,69.96397195248784,11.099019575250153,10.263554359855991,17.338127198412796,10.704577998071517,9.59689173554755,301.35131994377315,347.46694188403876,161.42337603879747,204.95040397172681,316.2591033633322,18.737373455593485,16.3199205247155,35.17542939418702,11.535114506462405,13.969476058936594,9.43378918258438,13.633407862892557,21.873350511161025,36.59364073092772,4.93747753014534,6.3927255995806105,7.509615064278247,10.986376205061989,-41.0
NS(=O)(=O)Cc2noc1ccccc12,187.24430039961564,144.7127338883088,180.13701654017663,13.290839351668465,20.694884994171773,29.729775092496602,13.177997389558143,13.953196337920907,734.7626338795841,1293.5278213313977,374.488600799231,516.6248825293288,956.1163331947959,30.27491833962289,35.50059082575682,72.3563669441544,13.405578989043661,19.864162973874123,6.46146939733925,26.04984976898977,46.429882519072514,84.73419294709983,5.406050994487431,8.878874764560905,11.500024213529716,19.700884521332167,162.0
COc1cccc(c1O)C(=O)O,114.77415930020834,101.79027596010516,107.85810896912302,12.027796572861888,17.099696382456667,23.479325583057424,11.693596543803524,11.796814705535715,445.26453653866275,551.0022970675036,229.54831860041662,270.8114734810105,487.11390918220263,24.590948838198347,24.540502997997613,50.895137980052596,12.412959867199676,17.013743297975893,7.441513559837745,19.30770015706467,32.186171792710184,55.30424019569459,5.253177355133947,7.765295316926932,9.601885088125185,15.149326316308745,152.0
Fc1ccccc1,36.446008310841314,44.622899733527326,35.41843563263877,8.972717930950926,9.529079208872771,13.871224355716441,8.877585612164436,7.872773819629845,143.72888788696017,94.02621255197826,72.89201662168263,60.686661563944035,115.45646931061822,14.134635462271707,10.976273101096654,22.311449866763663,9.072325525346182,11.218461273660001,6.130150532240474,9.97286715910134,14.415033092623668,21.14961192992192,3.589473512661904,4.9809261606512765,5.8950480289268175,8.34052893459862,-40.0
O=C(Oc1ccccc1)c2ccccc2,131.07230569575594,123.91220683816947,123.92383370901243,17.577537261293664,22.07027082072294,31.720001751570116,17.456149114377435,16.606772397810424,509.99227880953697,599.8036730217992,262.1446113915119,308.4834288591644,539.8259358948536,32.28680511145562,30.290925468626867,61.956103419084734,17.70149280185161,23.62432662633765,10.310902550769022,24.68756147657139,38.75270932989778,61.87069450049172,7.066366449952389,10.546943831561377,12.963345718266782,19.832034459751124,70.0
N#Cc1ccc(Br)cc1,61.37748661944773,66.04393508099452,60.48646908075875,9.90957868487605,12.657484609135942,17.93567984486791,9.874478160325324,9.419214914030887,243.72791140041298,207.54034852917562,122.75497323889546,115.52840277765878,224.3731791564697,18.065240570078988,16.391875386270183,33.02196754049726,9.94519292695803,13.356636976310787,5.571968136761953,13.997287095428087,21.94193534777471,34.650992119751805,3.8162679004082882,5.835242337965123,7.239161564678107,11.212484344263487,111.0
C=CC(C)(C)CC,37.27478226191279,40.575736379311216,33.59980372904814,7.761064113530679,8.267388492502056,11.51665198192984,7.370280175790663,6.617072114486912,141.74917198192188,108.59498129600583,74.54956452382558,71.7045152757999,121.72649808093352,12.52630371724558,9.500293007549304,20.28786818965561,8.188801887920464,9.696067645125265,6.827553109964051,8.6085908044789,13.313920672666773,21.706558323517903,3.903382354192005,4.598256224453191,5.186161073080188,7.109715014105756,-134.0
c1cc(ncc1C(=O)N)N,103.89641518097207,87.51131836524785,92.89485585037566,9.53149162277041,14.261567563640348,19.602658217455357,9.370907183433365,9.652240691925755,393.5825420626956,466.4867262648352,207.79283036194425,272.80490048699653,425.79719387213026,20.41981833175808,20.854281261623992,43.755659182623916,9.70065633346217,13.844198210388546,4.898203509747447,16.3949987455728,27.3608978613315,46.42505007142312,3.9345045504676817,6.213605660385165,7.86412964432756,12.775157669454028,247.0
S=C(Nc1ccccc1)Nc2ccccc2,179.35790236518014,140.71033157190976,148.5550008686109,18.464373924536915,23.49606371275021,33.182998569382576,18.160341560096633,17.381693124565544,655.8258064675822,930.5966055165376,358.7158047303602,579.8246259397247,758.0464195605626,34.887228948974744,32.76494797291018,70.35516578595488,18.792235372750266,24.966078609830035,11.201757829983997,26.14207086691687,40.7660258002885,64.43235317139342,7.499351918482517,11.212498269945735,13.78188918341931,21.043969298705992,154.0
c1ccc(cc1)NC(=O)NN,119.4860383255327,94.00732929446352,100.06661005785375,11.381843750692404,15.39908880250447,21.42415740674103,11.161020647757129,10.978121911795919,439.10529676677294,596.2459112579735,238.97207665106544,369.892345206903,499.7839131997536,22.620221159227867,21.88758624023405,47.003664647231766,11.618586537234592,15.800597538282656,6.609393219774534,17.32147701103735,27.652100274887083,44.72470560128907,4.62872589576467,7.084854000020528,8.81228760448994,13.779427673039681,124.0
Cc1cccc(C)n1,83.50099781313858,65.16082577468867,65.53372135604063,8.899177063860519,11.198589578800059,15.433562834308644,8.651211482472268,8.23421975280601,298.06943833835845,375.7084847453149,167.0019956262772,275.3577813557629,326.1202783317997,16.61871243879256,14.789357913187613,32.580412887344345,9.166647060139343,11.932678842383588,5.783803984784066,12.463351115507301,20.062272392141644,33.31582304789889,3.6283251492988495,5.305184433716524,6.48870077598815,9.944261694585787,-6.0
COc1ccc(cc1C(C)=O)OC,122.1389063886676,108.65101392440604,112.59948982371165,13.49237481732971,18.711093628116902,25.14980844821977,12.90065796084798,12.890486041170456,469.4767924247585,567.2223192674547,244.27781277733516,287.171505600195,505.2425858204871,26.987395446308916,25.804807827327217,54.32550696220301,14.18505069587722,18.79865304542843,9.585943759673807,20.546400903118354,33.72379725011291,56.994721049817315,6.040972262489648,8.621329746781454,10.518734407846319,16.25686772978947,20.0
COc1ccccc1N3CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC3,559.1761507280112,324.5498893167369,411.032568511505,26.295392796264743,42.76864608189369,56.33582837046137,24.863722724682606,26.91719742992475,1940.4174384790326,3758.9194272614805,1118.3523014560226,2338.7700186051575,2621.222557613634,64.3321504192483,70.16145524751737,162.27494465836844,28.00259225038793,39.9039634403129,15.93460422217743,49.906655149445946,87.02052348175313,158.72375066978321,12.484400982980778,18.909782002717375,23.677976226428655,38.46441378200523,156.0
Cc1cc[n+](cc1)[O-],86.79284007713278,69.28057081197917,73.3057814690347,8.080307659754855,11.31175477095058,15.530512512040431,7.8835170158759444,7.88001088513005,320.197243092335,403.8611906162139,173.5856801542656,253.28143049338323,354.4799115815295,16.50110662289832,16.102215299144017,34.64028540598959,8.289611830652131,11.376942200939716,4.676201751317866,12.911545538907983,21.373508166596167,36.21544069427648,3.3280137607292035,5.090692010917926,6.3601417774727675,10.130097642585827,184.0
c1cc(ccc1C(F)(F)F)F,85.75056674271939,83.99768822428386,79.5326620720275,12.135823750434508,15.56780598914368,21.544378839961137,11.865263487857662,11.383897136591976,330.5664576294937,325.7419605589269,171.50113348543863,186.16596468078208,322.9874911820988,22.473152907293827,20.182900018914285,41.99884411214193,12.4173866067094,16.365890567446645,7.618907718909659,17.341904804230758,27.99135334877514,46.31951673654491,4.723837723305773,7.133685433100422,8.834592293226446,13.772242143669034,-42.0
BrCCCCCCCCBr,33.887134255785455,49.10414291339794,33.41895826764707,13.322002801641915,11.147625746558504,17.925778812743943,13.262473762455388,10.918435544871251,134.61218504686502,63.3827693403145,67.7742685115709,47.230374397425834,92.10328737557907,18.07492411923146,12.183052859841704,24.55207145669897,13.382095198950026,15.491067912233198,10.110094628266205,11.052610158463171,13.576915969209175,16.68202582139579,5.972412970668891,7.330551577077061,8.122222108853974,9.973309101192847,15.5
c1ccc(cc1)S(=O)(=O)c2ccccc2,156.07518340143727,134.39118291856684,149.6004608008717,16.663263796900633,21.896662172353267,31.697997243735337,16.525752576355337,16.102306455759535,611.3512884046179,923.003900710285,312.1503668028743,396.0094903291877,729.8701047512274,32.30854926450135,32.910107688730534,67.19559145928342,16.80366664508937,22.925913021751203,9.56802009278505,26.16804643318411,44.564348535069676,79.05021887045704,6.664681561551266,10.157761550648104,12.692022895783587,20.361231448969917,128.0
CCc1ccc(cc1)CC,64.04962585849803,69.55840522167637,61.42464119216614,12.397212014971215,12.9913800363511,19.65729331849284,12.111731495106056,10.923589151638486,250.94853410132836,211.19518887833618,128.0992517169961,122.10689338743646,227.85678859524745,20.358387768500354,16.93729601893975,34.77920261083818,12.697243376775546,15.686019803723369,9.422277261487894,14.394743656451887,21.52474485678056,33.09344051360691,5.658865821413553,7.300425716814509,8.485356107739811,11.932333488912592,-43.0
CCOCCC,22.608673896694174,27.442951857203507,19.047528877884258,8.35921484561226,4.165561307221388,9.66149622513681,8.114254058695497,6.28670805515063,83.31240554915685,48.89597957173772,45.21734779338834,43.73528671194432,62.226849548849174,10.357777646729778,6.336891155187723,13.721475928601754,8.6165204532863,9.109392595529672,8.464808440903491,5.81306509575465,6.949735302253977,8.514782183784513,4.053240871771015,4.432675007345683,4.689637402494721,5.371488309733601,-127.0
CCN(CC)C(=S)SSC(=S)N(CC)CC,246.60315470566368,141.78688161563628,155.73803049465116,17.17574295865089,19.45545846974194,27.48819547397349,15.981982396414868,15.036419622526672,804.6823704006297,1218.2942276941394,493.2063094113274,1111.1678114950819,964.8630428136532,32.93197312993961,28.564718774622655,70.89344080781814,18.534943014739355,22.613847681635253,15.250871310740099,22.40048088272255,35.90191763159754,60.56060292549572,8.822138758264838,10.969438218626832,12.677114054410527,18.146850741158218,70.0
CCCCCCCCCCCCCC(=O)OCC,87.47431877035675,104.00926789480424,80.95203454743438,23.86396435687001,20.197823928886347,33.560390411054705,23.58150300955332,19.87092185150253,336.85270663558225,233.54304092772824,174.94863754071352,165.19287814553186,274.63526925636756,34.48070402447832,25.20522624337508,52.00463394740211,24.169359248558074,28.3722357166748,18.727558443729265,21.99078807060393,29.349229714868,40.510516223815685,11.068668069656201,13.529770639237304,15.112604206155195,19.26249633774335,12.0
CC[Si](CC)(CC)CC,28.34983439638437,34.77920261083818,10.499938665327546,6.982992882799693,5.112311630381535,7.22806322324201,15.142054213297548,10.967647152289116,77.69954612342384,13.78108899695505,56.699668792768755,49.070994538876334,26.6276714552042,8.854377448471462,4.140381263195022,17.389601305419088,9.936973077476516,10.643193378296642,10.05720160525393,11.22362685912925,17.54308544472731,29.65395345562236,5.770017175257291,6.436781741682629,7.069704180595781,9.335411368716604,-82.0
O=C(O)CCCCCCCCCCC,56.456186069645554,75.6492846933964,55.55122419508873,18.39739253901503,15.890402203356786,25.879982725150118,18.299454936794042,15.371286965586664,224.01482052946858,125.34996463853352,112.91237213929111,86.0512306208348,166.71578635431675,26.121514567541617,18.752980738972052,37.8246423466982,18.49671353093538,21.819295871746128,13.81797089829967,16.886665249818524,22.535211223492684,31.014361414084917,8.259619169540064,10.249745326379678,11.510628831767047,14.769741393829879,45.0
