SMILES,M1_alpha_ve,M1_beta_ve,M2_ve,R_ve,ABC_ve,GA_ve,H_ve,X_ve,HM1_ve,HM2_ve,F_ve,F1_ve,ReZG3_ve,AG_ve,ISI_ve,T_ve,ID_ve,ZD_ve,mM1_ve,T_ev,M_ev,F_ev,mM_ev,ID_ev,R_ev,RR_ev,Tm
Oc1c(Cl)ccc(Cl)c1Cl,54.138916145195665,64.2450519244506,50.89498068036711,12.938050607939875,13.688572015986738,19.618292115107813,12.665148632080918,11.230856791827723,210.06779365112558,141.2999338462043,108.27783229039134,94.66498415990624,170.04371604675134,20.39889692262604,15.512401020573748,32.122525962225296,13.223309874320213,16.129681932944543,9.370613818803044,48.36640835549861,120.8216006902978,311.50799250223014,3.749214956662124,8.534808878357282,13.015373982737753,30.976599254455724,329.15
O=S(=O)(N(C)C)c1ccc(OP(=S)(OC)OC)cc1,125.78765883984255,126.03616338829245,100.26916719673916,28.731910462492497,25.160567981481954,34.379364129873004,25.014609778914433,21.55309942380693,452.1136520731635,384.9837814280041,251.57531767968513,276.26636969425675,394.3178163003655,42.656651727243464,27.120216219601225,63.01808169414625,33.59345787461528,33.54579559920957,50.652645529954675,93.36142238660658,240.04461503226577,643.311185997628,7.3666774333054645,16.269018719733207,24.698805851104918,59.20774370209129,326.15
O=CC=1C(=O)Oc2ccccc2C=1N,93.60841167046972,102.14970198693325,89.30820946108066,19.046657340314923,18.894064492312935,29.594692988198844,18.77284385348649,16.63581803004014,365.83324226310083,313.1959566420822,187.21682334093938,181.30555548806856,332.97082490540225,30.41785456524726,24.89513549643384,51.074850993466626,19.32888249379883,23.77806224614322,13.865969388855373,73.38980683285577,185.09548942390163,479.92783616328376,5.534758914066771,12.669913045452535,19.414859910601447,46.736541766733055,541.15
O=C1c2ccc(OC)cc2CC21CCC(O)(CC2)c1ccc(cc1)C(C)(C)C,217.0888028023613,225.60422633439552,206.30731289828526,35.971505151273085,42.32621875866973,61.04134721408938,35.3147703301078,32.929295022630214,846.7922314012928,770.9815670404067,434.1776056047226,437.4403478048147,796.9753924136794,63.003457263143524,54.85132919114857,112.80211316719772,36.665822189599645,47.170952721684024,24.12304964342881,159.70772497588047,424.3493274366721,1160.182250534438,10.383346376930787,24.900406384729777,39.11688695622687,99.106415837983,439.15
CC=1NC(C)=C(C(C=1C(=O)OC)c2ccccc2[N+]([O-])=O)C(=O)OC,187.06828167887215,186.81590046479073,173.1097167808383,32.486308816062056,33.338658377230054,50.57523183171905,31.39932986557954,28.272008369183098,720.3559969194208,738.9724966844472,374.1365633577442,404.46821450116727,710.3936075781533,53.51449557282138,44.59018043476496,93.40795023239542,33.65179217810661,40.93279483824079,26.475463157833552,127.1137244009605,322.725892593554,846.009763518112,9.971220775319125,22.22225520156187,33.79674914010075,80.88725394084761,446.15
O=C(N)c1ccccc1O,48.48887533913815,60.38964720583586,45.922856258564785,13.845308470051581,12.76279739466416,19.768466880483675,13.698199907883202,11.656824506167402,188.8234631954058,120.03432868345693,96.9777506782763,83.07509815746151,148.34550666860144,20.23644632327059,14.718981811714674,30.194823602917932,13.995442764464668,16.624494083678155,10.260026518523322,46.57948067305525,111.43424067272845,274.1496375206436,3.9595940086316763,8.802211663682717,13.229455890045676,30.423157504761694,415.15
O=[N+]([O-])c1ccc(cc1Cl)OP(=S)(OC)OC,95.93293184767563,105.30395814415039,77.5196185031101,26.9969778731044,21.91921404376765,30.85067177457309,23.55530072060586,19.826491150519093,346.90510070157126,241.6548642973871,191.86586369535124,188.70819259029787,275.68261680085703,38.091735935409304,22.82110559112809,52.651979072075235,31.523415461093375,30.8092988174692,49.01572363826604,80.64493965108848,197.7853694512344,498.26581157062185,6.891859744502411,14.936894427312257,22.408609163042968,52.12082277086287,294.15
C[Si]1(N[Si](N[Si](N[Si](N1)(C)C)(C)C)(C)C)C,120.92472505308208,77.76955518223681,0.0,0.0,0.0,0.0,36.555229352415665,23.251990385561946,241.84945010616408,0.0,241.84945010616408,422.31525781704863,0.0,0.0,0.0,38.88477759111837,9.13880733810392,11.625995192780978,6.679360955453445,86.4114534423424,236.85554716013996,658.5712180799204,4.591737406043355,12.031452245099823,19.58447353775344,52.48540233688619,369.15
Oc1ccc(cc1)C(c2ccccc2CO)c3ccc(O)cc3,135.84655002079722,159.25950880470486,131.33512818350152,33.29331515250683,31.58124502912102,49.57774109001137,33.00814910935881,28.551237654467652,534.3633564085974,425.27688104515124,271.6931000415945,248.05634321283264,464.50351466428003,50.43083974489862,39.144599336367826,79.62975440235246,33.58444214235582,40.63811483285241,24.119414302493308,118.2689034085462,287.06377219228347,713.3670490226277,9.745039542784713,21.740731284890305,32.8498810189742,76.64032029102849,474.65
c1ccc(cc1)COc2ccc(c(c2)O)C=O,83.77521623818244,107.64724868002841,81.40786917390344,25.05569799081213,22.156760197597393,35.7155991744255,24.842995758346593,21.05681807588888,330.3661708241717,201.1635484991301,167.5504324763649,134.84238929071148,255.3697917783434,36.29087170172198,26.510462742206215,53.82362434001419,25.273335272770698,29.964123707344896,18.810055304422942,82.53804078559075,193.04769302036527,460.20555228231115,7.289371411603908,16.029322784061204,23.95924324737362,54.3719224608255,352.15
C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,121.28894278509716,137.06107823220583,113.9894113459698,27.462038575964595,27.518699583011415,41.35900467506049,27.047673906362597,23.69059829891558,470.55670826213355,374.4842776578923,242.57788557019433,231.84202636399962,410.6922787821106,42.657936917151055,33.21471363839578,68.53053911610291,27.887636790412785,33.892688519080146,19.936390754673653,102.34192291109335,255.0785625316351,651.1983294948208,7.525496827293238,17.604542746851763,27.12250720378321,65.38284060521237,398.15
C1CC=C(C1)C(=O)O,34.00632750056516,45.57836889763863,32.62229444263689,11.618424221028713,9.867828263829999,15.853877357473635,11.51953416549634,9.570588997674255,133.2572438864041,73.27258078513215,68.01265500113034,53.26474828196058,97.73444129986203,16.14782102207859,11.172697570646697,22.78918444881932,11.71842102519109,13.625237091819976,8.903302465956292,36.21494970537844,83.8494710935683,198.8527116596872,3.3161216862287066,7.217130226906516,10.719514821939587,24.006034949066958,392.15
c1cc(c(c(c1F)C(=O)O)O)F,68.65431168723126,77.61507114563638,63.03175424531112,16.012596996086366,15.899523492758494,23.377788173527026,15.542586513727555,13.581665960762239,263.37213186508467,201.6403743946439,137.3086233744625,131.08460666563604,224.84453192181988,24.66169379262532,18.507008625112103,38.807535572818196,16.51500955733202,19.62239023140574,12.863778439913037,58.33114435262372,146.63474185550186,380.6096495263743,4.484234293878005,10.211668802452522,15.59083171425945,37.257154829820884,425.15
